[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	9/16/2022 10:00:24 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0379	COMP_13	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:44:51 PM	1	1	NPOC	25.76	25.67	7.227	7.201	NPOC:7.201mg/L	NPOC:7.201mg/L	*******	0.4375	1.70	0.1228	1.70	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0379	COMP_13	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:47:40 PM	1	2	NPOC	25.19	25.67	7.067	7.201	NPOC:7.201mg/L	NPOC:7.201mg/L	*******	0.4375	1.70	0.1228	1.70	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0379	COMP_13	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:50:23 PM	1	3	NPOC	26.05	25.67	7.308	7.201	NPOC:7.201mg/L	NPOC:7.201mg/L	*******	0.4375	1.70	0.1228	1.70	13	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0380	COMP_14	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 1:58:13 PM	1	1	NPOC	30.18	30.76	8.467	8.631	NPOC:8.631mg/L	NPOC:8.631mg/L	*******	0.5490	1.78	0.1540	1.78	14	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0380	COMP_14	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:00:56 PM	1	2	NPOC	30.84	30.76	8.652	8.631	NPOC:8.631mg/L	NPOC:8.631mg/L	*******	0.5490	1.78	0.1540	1.78	14	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0380	COMP_14	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:03:35 PM	1	3	NPOC	31.27	30.76	8.773	8.631	NPOC:8.631mg/L	NPOC:8.631mg/L	*******	0.5490	1.78	0.1540	1.78	14	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0381	COMP_15	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:11:33 PM	1	1	NPOC	29.36	29.40	8.237	8.247	NPOC:8.247mg/L	NPOC:8.247mg/L	*******	0.4960	1.69	0.1392	1.69	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0381	COMP_15	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:14:08 PM	1	2	NPOC	28.92	29.40	8.114	8.247	NPOC:8.247mg/L	NPOC:8.247mg/L	*******	0.4960	1.69	0.1392	1.69	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0381	COMP_15	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:16:53 PM	1	3	NPOC	29.91	29.40	8.391	8.247	NPOC:8.247mg/L	NPOC:8.247mg/L	*******	0.4960	1.69	0.1392	1.69	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0382	COMP_16	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:25:14 PM	1	1	NPOC	136.2	134.5	38.21	37.74	NPOC:37.74mg/L	NPOC:37.74mg/L	*******	2.466	1.83	0.6920	1.83	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0382	COMP_16	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:28:08 PM	1	2	NPOC	131.7	134.5	36.95	37.74	NPOC:37.74mg/L	NPOC:37.74mg/L	*******	2.466	1.83	0.6920	1.83	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0382	COMP_16	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:31:06 PM	1	3	NPOC	135.7	134.5	38.07	37.74	NPOC:37.74mg/L	NPOC:37.74mg/L	*******	2.466	1.83	0.6920	1.83	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0383	COMP_17	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:39:25 PM	1	1	NPOC	80.51	80.94	22.59	22.71	NPOC:22.71mg/L	NPOC:22.71mg/L	*******	0.4300	0.53	0.1206	0.53	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0383	COMP_17	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:42:27 PM	1	2	NPOC	81.37	80.94	22.83	22.71	NPOC:22.71mg/L	NPOC:22.71mg/L	*******	0.4300	0.53	0.1206	0.53	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0383	COMP_17	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:45:14 PM	1	3	NPOC	80.94	80.94	22.71	22.71	NPOC:22.71mg/L	NPOC:22.71mg/L	*******	0.4300	0.53	0.1206	0.53	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0384	COMP_18	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:53:46 PM	1	1	NPOC	98.07	97.94	27.51	27.48	NPOC:27.48mg/L	NPOC:27.48mg/L	*******	0.4163	0.43	0.1168	0.43	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0384	COMP_18	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:56:46 PM	1	2	NPOC	97.47	97.94	27.35	27.48	NPOC:27.48mg/L	NPOC:27.48mg/L	*******	0.4163	0.43	0.1168	0.43	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0384	COMP_18	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 2:59:49 PM	1	3	NPOC	98.27	97.94	27.57	27.48	NPOC:27.48mg/L	NPOC:27.48mg/L	*******	0.4163	0.43	0.1168	0.43	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0385	COMP_19	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:08:03 PM	1	1	NPOC	85.62	86.25	24.02	24.20	NPOC:24.20mg/L	NPOC:24.20mg/L	*******	0.5501	0.64	0.1543	0.64	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0385	COMP_19	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:11:06 PM	1	2	NPOC	86.47	86.25	24.26	24.20	NPOC:24.20mg/L	NPOC:24.20mg/L	*******	0.5501	0.64	0.1543	0.64	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0385	COMP_19	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:14:11 PM	1	3	NPOC	86.65	86.25	24.31	24.20	NPOC:24.20mg/L	NPOC:24.20mg/L	*******	0.5501	0.64	0.1543	0.64	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0386	COMP_20	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:22:57 PM	1	1	NPOC	97.52	98.15	27.36	27.54	NPOC:27.54mg/L	NPOC:27.54mg/L	*******	0.9177	0.94	0.2575	0.94	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0386	COMP_20	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:26:06 PM	1	2	NPOC	97.72	98.15	27.42	27.54	NPOC:27.54mg/L	NPOC:27.54mg/L	*******	0.9177	0.94	0.2575	0.94	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0386	COMP_20	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:29:01 PM	1	3	NPOC	99.20	98.15	27.83	27.54	NPOC:27.54mg/L	NPOC:27.54mg/L	*******	0.9177	0.94	0.2575	0.94	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0387	COMP_21	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:37:15 PM	1	1	NPOC	40.88	40.83	11.47	11.45	NPOC:11.45mg/L	NPOC:11.45mg/L	*******	0.3035	0.74	0.08516	0.74	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0387	COMP_21	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:39:59 PM	1	2	NPOC	40.50	40.83	11.36	11.45	NPOC:11.45mg/L	NPOC:11.45mg/L	*******	0.3035	0.74	0.08516	0.74	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0387	COMP_21	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:42:42 PM	1	3	NPOC	41.10	40.83	11.53	11.45	NPOC:11.45mg/L	NPOC:11.45mg/L	*******	0.3035	0.74	0.08516	0.74	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0388	COMP_22	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:50:33 PM	1	1	NPOC	19.54	19.27	5.482	5.407	NPOC:5.407mg/L	NPOC:5.407mg/L	*******	0.3259	1.69	0.09144	1.69	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0388	COMP_22	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:53:13 PM	1	2	NPOC	18.91	19.27	5.305	5.407	NPOC:5.407mg/L	NPOC:5.407mg/L	*******	0.3259	1.69	0.09144	1.69	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0388	COMP_22	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 3:55:53 PM	1	3	NPOC	19.37	19.27	5.434	5.407	NPOC:5.407mg/L	NPOC:5.407mg/L	*******	0.3259	1.69	0.09144	1.69	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0389	COMP_23	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:03:50 PM	1	1	NPOC	30.67	31.63	8.605	8.874	NPOC:8.874mg/L	NPOC:8.874mg/L	*******	0.2512	0.79	0.07047	0.79	23	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0389	COMP_23	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:06:35 PM	1	2	NPOC	30.54	31.63	8.568	8.874	NPOC:8.874mg/L	NPOC:8.874mg/L	*******	0.2512	0.79	0.07047	0.79	23	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0389	COMP_23	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:09:12 PM	1	3	NPOC	31.78	31.63	8.916	8.874	NPOC:8.874mg/L	NPOC:8.874mg/L	*******	0.2512	0.79	0.07047	0.79	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0389	COMP_23	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:11:57 PM	1	4	NPOC	31.77	31.63	8.913	8.874	NPOC:8.874mg/L	NPOC:8.874mg/L	*******	0.2512	0.79	0.07047	0.79	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0389	COMP_23	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:14:48 PM	1	5	NPOC	31.34	31.63	8.793	8.874	NPOC:8.874mg/L	NPOC:8.874mg/L	*******	0.2512	0.79	0.07047	0.79	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0390	COMP_24	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:22:47 PM	1	1	NPOC	28.97	29.88	8.128	8.384	NPOC:8.384mg/L	NPOC:8.384mg/L	*******	0.3027	1.01	0.08493	1.01	24	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0390	COMP_24	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:25:38 PM	1	2	NPOC	29.56	29.88	8.293	8.384	NPOC:8.384mg/L	NPOC:8.384mg/L	*******	0.3027	1.01	0.08493	1.01	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0390	COMP_24	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:28:16 PM	1	3	NPOC	30.16	29.88	8.462	8.384	NPOC:8.384mg/L	NPOC:8.384mg/L	*******	0.3027	1.01	0.08493	1.01	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0390	COMP_24	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:30:58 PM	1	4	NPOC	29.93	29.88	8.397	8.384	NPOC:8.384mg/L	NPOC:8.384mg/L	*******	0.3027	1.01	0.08493	1.01	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0391	COMP_25	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:39:17 PM	1	1	NPOC	79.93	79.48	22.42	22.30	NPOC:22.30mg/L	NPOC:22.30mg/L	*******	1.219	1.53	0.3420	1.53	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0391	COMP_25	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:42:14 PM	1	2	NPOC	78.10	79.48	21.91	22.30	NPOC:22.30mg/L	NPOC:22.30mg/L	*******	1.219	1.53	0.3420	1.53	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0391	COMP_25	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:45:12 PM	1	3	NPOC	80.41	79.48	22.56	22.30	NPOC:22.30mg/L	NPOC:22.30mg/L	*******	1.219	1.53	0.3420	1.53	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0392	blsnk-filter	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:52:48 PM	1	1	NPOC	1.591	1.622	0.4464	0.4552	NPOC:0.4552mg/L	NPOC:0.4552mg/L	*******	0.04272	2.63	0.01199	2.63	91	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0392	blsnk-filter	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:54:56 PM	1	2	NPOC	1.671	1.622	0.4688	0.4552	NPOC:0.4552mg/L	NPOC:0.4552mg/L	*******	0.04272	2.63	0.01199	2.63	91	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0392	blsnk-filter	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 4:57:04 PM	1	3	NPOC	1.605	1.622	0.4503	0.4552	NPOC:0.4552mg/L	NPOC:0.4552mg/L	*******	0.04272	2.63	0.01199	2.63	91	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0393	blank-solution	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:04:27 PM	1	1	NPOC	0.8903	0.9490	0.2498	0.2662	NPOC:0.2662mg/L	NPOC:0.2662mg/L	*******	0.05196	5.48	0.01458	5.48	92	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0393	blank-solution	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:06:35 PM	1	2	NPOC	1.129	0.9490	0.3167	0.2662	NPOC:0.2662mg/L	NPOC:0.2662mg/L	*******	0.05196	5.48	0.01458	5.48	92	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0393	blank-solution	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:08:43 PM	1	3	NPOC	0.9674	0.9490	0.2714	0.2662	NPOC:0.2662mg/L	NPOC:0.2662mg/L	*******	0.05196	5.48	0.01458	5.48	92	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0393	blank-solution	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:10:52 PM	1	4	NPOC	0.7573	0.9490	0.2125	0.2662	NPOC:0.2662mg/L	NPOC:0.2662mg/L	*******	0.05196	5.48	0.01458	5.48	92	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0393	blank-solution	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:13:00 PM	1	5	NPOC	0.9892	0.9490	0.2775	0.2662	NPOC:0.2662mg/L	NPOC:0.2662mg/L	*******	0.05196	5.48	0.01458	5.48	92	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:20:35 PM	1	1	NPOC	0.7870	0.8461	0.2208	0.2374	NPOC:0.2374mg/L	NPOC:0.2374mg/L	*******	0.06986	8.26	0.01960	8.26	28	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:22:43 PM	1	2	NPOC	0.8281	0.8461	0.2323	0.2374	NPOC:0.2374mg/L	NPOC:0.2374mg/L	*******	0.06986	8.26	0.01960	8.26	28	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:24:51 PM	1	3	NPOC	1.360	0.8461	0.3816	0.2374	NPOC:0.2374mg/L	NPOC:0.2374mg/L	*******	0.06986	8.26	0.01960	8.26	28	1	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:26:59 PM	1	4	NPOC	1.102	0.8461	0.3092	0.2374	NPOC:0.2374mg/L	NPOC:0.2374mg/L	*******	0.06986	8.26	0.01960	8.26	28	1	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:29:07 PM	1	5	NPOC	0.9232	0.8461	0.2590	0.2374	NPOC:0.2374mg/L	NPOC:0.2374mg/L	*******	0.06986	8.26	0.01960	8.26	28	0	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:37:31 PM	1	1	NPOC	35.21	35.79	9.878	10.04	NPOC:10.04mg/L	NPOC:10.04mg/L	*******	0.6306	1.76	0.1769	1.76	29	0	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:40:17 PM	1	2	NPOC	33.92	35.79	9.516	10.04	NPOC:10.04mg/L	NPOC:10.04mg/L	*******	0.6306	1.76	0.1769	1.76	29	1	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:43:18 PM	1	3	NPOC	35.69	35.79	10.01	10.04	NPOC:10.04mg/L	NPOC:10.04mg/L	*******	0.6306	1.76	0.1769	1.76	29	0	50	1.000	
Unknown	NPOC	chkstd-##ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:46:15 PM	1	4	NPOC	36.46	35.79	10.23	10.04	NPOC:10.04mg/L	NPOC:10.04mg/L	*******	0.6306	1.76	0.1769	1.76	29	0	50	1.000	
Unknown	NPOC	250 ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_09_13_08_23_17.cal	1.00			9/13/2022 5:55:03 PM	1	1	NPOC	912.4	921.4	256.0	258.5	NPOC:258.5mg/L	NPOC:258.5mg/L	**h****	10.67	1.16	2.992	1.16	30	0	50	1.000	
